ID	LABEL	SENT	DOC	LABEL	NUM_LABEL
419	0	Edit your CONTROL.INI and add the following lines to your [Patterns] section.<br><br>Bricks=148 43 86 172 89 182 99 201<br>Tile=1 43 85 43 85 43 85 255<br>Tile (diagonal)=148 107 54 156 73 182 99 201<br>Slats=0 170 85 170 85 170 85 255<br><br>Make sure your desktop color is one of the standard 16 colors or the<br>patterns might not work.  I like dark grey the best with these.	Edit your CONTROL.INI and add the following lines to your [Patterns] section.<br><br>Bricks=148 43 86 172 89 182 99 201<br>Tile=1 43 85 43 85 43 85 255<br>Tile (diagonal)=148 107 54 156 73 182 99 201<br>Slats=0 170 85 170 85 170 85 255<br><br>Make sure your desktop color is one of the standard 16 colors or the<br>patterns might not work.  I like dark grey the best with these.		
420	1	Anyone have any idea what is going on here?  Hardware problem?  A<br>virus that can't be detected?  The system reading in garbage from<br>the boot sector?<br>	Anyone have any idea what is going on here?  Hardware problem?  A<br>virus that can't be detected?  The system reading in garbage from<br>the boot sector?<br>		
421	0	Rajiev Gupta<br>	Rajiev Gupta<br>		
422	1	"I've got an old Trident 8800CS SVGA card, but lacking suitable drivers<br>for windows 3.1. The drivers for the 8900 series seem to be incompatible.<br>Does anyone have an idea of where to get these drivers? Address for an<br>ftp-site would be nice. <br><br>Thanks in advance<br><br>Jouni"	"I've got an old Trident 8800CS SVGA card, but lacking suitable drivers<br>for windows 3.1. The drivers for the 8900 series seem to be incompatible.<br>Does anyone have an idea of where to get these drivers? Address for an<br>ftp-site would be nice. <br><br>Thanks in advance<br><br>Jouni"		
423	0	"Yes, I'm looking for phonetic font(s) too! So if you know one,<br>please mail me too!"	"Yes, I'm looking for phonetic font(s) too! So if you know one,<br>please mail me too!"		
424	1	"Any experiences with them, either good or bad?<br><br>Is the quality difference really noticable?"	"Any experiences with them, either good or bad?<br><br>Is the quality difference really noticable?"		
425	0	"[Much text deleted]<br><br>: I have heard from several people about less expensive m-f I/O cards<br>: with 16550s:<br><br>: TSD Systems<br>: (407) 331-9130<br>: $19.95 for the card, plus $9.95 per 16550.<br><br>I can vouch for this one. I ordered it and got it for $34 including<br>S&H. It took me awhile to figure out how to get it working with my<br>system, but since I did, I get terrific results while downloading<br>using PCPlus for Windows. I used to get errors if I started any other<br>program while downloading at high speed. Not anymore. <br><br>[More text deleted]"	"[Much text deleted]<br><br>: I have heard from several people about less expensive m-f I/O cards<br>: with 16550s:<br><br>: TSD Systems<br>: (407) 331-9130<br>: $19.95 for the card, plus $9.95 per 16550.<br><br>I can vouch for this one. I ordered it and got it for $34 including<br>S&H. It took me awhile to figure out how to get it working with my<br>system, but since I did, I get terrific results while downloading<br>using PCPlus for Windows. I used to get errors if I started any other<br>program while downloading at high speed. Not anymore. <br><br>[More text deleted]"		
426	0	" s far as I remember I have not changed my config.sys or autoxec.bat or  <br>win.ini.  I can't remember whether this problem occured before I  <br>optimized/defragmented my disk and created a larger swap file (Thank you  <br>MathCAD 4 :(  )<br><br>System 386sx, 4MB, stacker 2.0, win31, DOS 5<br><br>---<br>---------------------------------------------------------------------"	" s far as I remember I have not changed my config.sys or autoxec.bat or  <br>win.ini.  I can't remember whether this problem occured before I  <br>optimized/defragmented my disk and created a larger swap file (Thank you  <br>MathCAD 4 :(  )<br><br>System 386sx, 4MB, stacker 2.0, win31, DOS 5<br><br>---<br>---------------------------------------------------------------------"		
427	1	V for Video - the origional intention of the bus was to speed up<br>the bus so that large memory to memory transfers would be faster.<br>This is espically useful in transfering data from main memory to<br>video memory.<br><br>Since there are usually 3 VLB slots card makers have been making <br>cards to fit in the other two. <br><br>How about an VLB ethernet card? Move the data into the card at<br>130 odd MB/s and then wait for it to tickle onto the net at<br>just over 1Mb/s.<br><br>[ Do do however free the local bus for other cards ]<br><br>Some times you need fast busses and sometimes you don't!<br><br><br>Guy	V for Video - the origional intention of the bus was to speed up<br>the bus so that large memory to memory transfers would be faster.<br>This is espically useful in transfering data from main memory to<br>video memory.<br><br>Since there are usually 3 VLB slots card makers have been making <br>cards to fit in the other two. <br><br>How about an VLB ethernet card? Move the data into the card at<br>130 odd MB/s and then wait for it to tickle onto the net at<br>just over 1Mb/s.<br><br>[ Do do however free the local bus for other cards ]<br><br>Some times you need fast busses and sometimes you don't!<br><br><br>Guy		
428	1	"  The Maxtor 340 drive in my 386 clone would from time to<br>  time, for no obvious reason spin down completely (one can<br>  tell by the sound) and simply refuse to be accessed. DOS<br>  reacts with an error (Drive D: cannot be accessed or<br>  something the like). Unfortunately, I cannot just reproduce<br>  the error. Sometimes it occurs more often, sometimes<br>  less. The last time it happened was when I wanted to <br>  demonstrate some software to a colleague.<br>    I would like to know if anybody has experienced similar<br>  problems. I don't like to take the thing to the dealer<br>  only to be told that there's nothing wrong with it. I<br>  checked the other post in this group about Maxtor, and<br>  I don't seem to be the only one who has problems. However,<br>  no one describes the same problem, and I also have a <br>  different configuration.<br><br>  Thanx in advance for any e-mailed help. <br>  <br>  Peter<br><br>LIST OF EQUIPMENT<br>  Computer ""Mandax"" Mainboard 386-33, 2MB<br>  Adaptec 1542 SCSI Master<br>  Maxtor LXT340S SCSI-II Hard Drive<br>  NEC CDR-83 CD-ROM Reader (problem remains with CD-ROM removed)<br>  ET4000 VGA Card<br><br>CONFIG.SYS<br>  files=30<br>  device=C:\dos\setver.exe<br>  device=C:\windows\himem.sys<br>  device=C:\system\aspi4dos.sys<br>  device=C:\system\aswcdnec.sys /d:neccd<br>  DOS=HIGH<br>  COUNTRY=041,,C:\dos\country.sys<br>  device=C:\dos\display.sys CON=(EGA,,1)<br><br>AUTOEXE.BAT<br>  C:\windows\smartdrive.sys<br>  PATH=C:\windows;c:\dos<br>  SET TEMP=C:\dos<br>  MODE CON CODEPAGE PREPARE=((437) C:\DOS\EGA.CPI)<br>  MODE CON CODEPAGE SELECT=437<br>  KEYB SG,,C:\DOS\KEYBOARD.SYS<br>  C:\SYSTEM\MSCDEX /D:NECCD /L:d /v<br>"	"  The Maxtor 340 drive in my 386 clone would from time to<br>  time, for no obvious reason spin down completely (one can<br>  tell by the sound) and simply refuse to be accessed. DOS<br>  reacts with an error (Drive D: cannot be accessed or<br>  something the like). Unfortunately, I cannot just reproduce<br>  the error. Sometimes it occurs more often, sometimes<br>  less. The last time it happened was when I wanted to <br>  demonstrate some software to a colleague.<br>    I would like to know if anybody has experienced similar<br>  problems. I don't like to take the thing to the dealer<br>  only to be told that there's nothing wrong with it. I<br>  checked the other post in this group about Maxtor, and<br>  I don't seem to be the only one who has problems. However,<br>  no one describes the same problem, and I also have a <br>  different configuration.<br><br>  Thanx in advance for any e-mailed help. <br>  <br>  Peter<br><br>LIST OF EQUIPMENT<br>  Computer ""Mandax"" Mainboard 386-33, 2MB<br>  Adaptec 1542 SCSI Master<br>  Maxtor LXT340S SCSI-II Hard Drive<br>  NEC CDR-83 CD-ROM Reader (problem remains with CD-ROM removed)<br>  ET4000 VGA Card<br><br>CONFIG.SYS<br>  files=30<br>  device=C:\dos\setver.exe<br>  device=C:\windows\himem.sys<br>  device=C:\system\aspi4dos.sys<br>  device=C:\system\aswcdnec.sys /d:neccd<br>  DOS=HIGH<br>  COUNTRY=041,,C:\dos\country.sys<br>  device=C:\dos\display.sys CON=(EGA,,1)<br><br>AUTOEXE.BAT<br>  C:\windows\smartdrive.sys<br>  PATH=C:\windows;c:\dos<br>  SET TEMP=C:\dos<br>  MODE CON CODEPAGE PREPARE=((437) C:\DOS\EGA.CPI)<br>  MODE CON CODEPAGE SELECT=437<br>  KEYB SG,,C:\DOS\KEYBOARD.SYS<br>  C:\SYSTEM\MSCDEX /D:NECCD /L:d /v<br>"		
429	1	"I have successfully used one on a Toshiba laptop by enabling bit 0 of port<br>0x37f and controlling bit 7 of port 0x37a for the direction of data flow (ie<br>""0"" for output, ""1"" for input).<br><br>The same code does not work on my desktop machine. I have heard that i might<br>have to use bit 5 of port 0x37a, however this also does not work.<br><br>For a parallel port i am using one of those IDE SUPER I/O cards and have been<br>running a tape backup unit off it via a parallel to scsi converter so i am<br>pretty sure that the printer port is bi-directional.<br><br><br>Any information would be greatly appreasiated.<br><br>Please post a reply here or Email me on<br><br>INTERNET rick@cabsav.vut.edu.au<br><br>Thanks<br>Richard Muratti."	"I have successfully used one on a Toshiba laptop by enabling bit 0 of port<br>0x37f and controlling bit 7 of port 0x37a for the direction of data flow (ie<br>""0"" for output, ""1"" for input).<br><br>The same code does not work on my desktop machine. I have heard that i might<br>have to use bit 5 of port 0x37a, however this also does not work.<br><br>For a parallel port i am using one of those IDE SUPER I/O cards and have been<br>running a tape backup unit off it via a parallel to scsi converter so i am<br>pretty sure that the printer port is bi-directional.<br><br><br>Any information would be greatly appreasiated.<br><br>Please post a reply here or Email me on<br><br>INTERNET rick@cabsav.vut.edu.au<br><br>Thanks<br>Richard Muratti."		
430	0	"<br>One of the items in the group folder (typically called Norton Desktop Applications)<br>is labelled ""Norton Desktop Uninstall"". Need I say more!<br>"	"<br>One of the items in the group folder (typically called Norton Desktop Applications)<br>is labelled ""Norton Desktop Uninstall"". Need I say more!<br>"		
431	0	"So, it seems to be dropping the first few characters with each<br>concatenations.  Is it that I am out of memory -- I only have maybe 20<br>variables total -- the article didn't mention memory limits. <br><br>email me if you have an idea or would like to see the actual source and<br>output.  Thanks for your help.<br>  -Bo"	"So, it seems to be dropping the first few characters with each<br>concatenations.  Is it that I am out of memory -- I only have maybe 20<br>variables total -- the article didn't mention memory limits. <br><br>email me if you have an idea or would like to see the actual source and<br>output.  Thanks for your help.<br>  -Bo"		
432	0	"Hi<br>     I have never used MYM so I can not help you with the comparison of the<br>two products.  I am, however,  a devoted Quicken user, and I can tell you<br>how to set up the weekly, monthly, quarterly, yearly transactions.  First<br>use the Memorize feature (CTRL-M) to record the recurring transactions. <br>Next, define a transaction group which uses these memorized transactions<br>and specify the frequency that it should be used (i.e. monthly).  Quicken<br>will/can not automatically make the transactions for you, but now all you<br>do is recall the group and all of the individual transactions will be<br>entered at once.  Additionally if you are using the Bill Minder, it will<br>remind you when each transaction group is due.  For example, you could have<br>three transaction groups.  One for payments at the beginning of the month,<br>middle of the month, and one for quarterly payments.  I hope this helps."	"Hi<br>     I have never used MYM so I can not help you with the comparison of the<br>two products.  I am, however,  a devoted Quicken user, and I can tell you<br>how to set up the weekly, monthly, quarterly, yearly transactions.  First<br>use the Memorize feature (CTRL-M) to record the recurring transactions. <br>Next, define a transaction group which uses these memorized transactions<br>and specify the frequency that it should be used (i.e. monthly).  Quicken<br>will/can not automatically make the transactions for you, but now all you<br>do is recall the group and all of the individual transactions will be<br>entered at once.  Additionally if you are using the Bill Minder, it will<br>remind you when each transaction group is due.  For example, you could have<br>three transaction groups.  One for payments at the beginning of the month,<br>middle of the month, and one for quarterly payments.  I hope this helps."		
433	1	"Well, it all depends on the motherboard implimentation.<br><br>I'm sure someone will make a vlb motherboard that takes 1x9<br>simms and uses a pentium processor.  I'm also sure that there <br>will be some motherboards that won't."	"Well, it all depends on the motherboard implimentation.<br><br>I'm sure someone will make a vlb motherboard that takes 1x9<br>simms and uses a pentium processor.  I'm also sure that there <br>will be some motherboards that won't."		
434	1	"I have an Archive XL5580 (internal QIC-80) tape drive, which is pretty<br>comparable to the Colorado Jumbo 250.  Since I have two floppy drives in<br>my system, I'm using a small card (not accelerated) made by Archive to <br>attach my tape drive as a third floppy device.<br><br>The problem: Although the DOS-based QICstream software works just fine,<br>both the Norton and Central Point backup programs for Windows fail unless<br>I switch the machine to non-turbo speed (I'm using a 486DX/33 EISA).  Since<br>the DOS software works, it can't be a hardware problem, can it?  Has anyone<br>seen similar problems?  Any solutions?  Thanks in advance."	"I have an Archive XL5580 (internal QIC-80) tape drive, which is pretty<br>comparable to the Colorado Jumbo 250.  Since I have two floppy drives in<br>my system, I'm using a small card (not accelerated) made by Archive to <br>attach my tape drive as a third floppy device.<br><br>The problem: Although the DOS-based QICstream software works just fine,<br>both the Norton and Central Point backup programs for Windows fail unless<br>I switch the machine to non-turbo speed (I'm using a 486DX/33 EISA).  Since<br>the DOS software works, it can't be a hardware problem, can it?  Has anyone<br>seen similar problems?  Any solutions?  Thanks in advance."		
435	1	hope i helped i had the same problem.<br>bye..<br>later daze.<br>oharad@wanda.waiariki.ac.nz<br>	hope i helped i had the same problem.<br>bye..<br>later daze.<br>oharad@wanda.waiariki.ac.nz<br>		
436	1	"The quality difference is very noticable and is almost worth the wait (for<br>the PS processing) - I'm rather impatient.<br><br>We were using it for B&W camera images (RS-170).  The gray scale image was<br>accepted by MS Word and handed to the Winjet PS printer driver which converts<br>the image into postscript and then hands it off to the Winjets postscript<br>processor.  The postscript is rendered into RAM (lots of it) and when it<br>is done it shoots it directly to the printer.  The PS processor can also<br>accept PS files created from other sources including DOS applications, but<br>Windows has to be running at the time of printing.  The PS processor is<br>responsible for the halftoning and I'd say it does a pretty good job.  Our<br>camera images came out very good in my opinion.  (not as good as Laser Master's<br>demo though).<br><br>I don't know how many other similar products are out there but I would be<br>surprised if there are several."	"The quality difference is very noticable and is almost worth the wait (for<br>the PS processing) - I'm rather impatient.<br><br>We were using it for B&W camera images (RS-170).  The gray scale image was<br>accepted by MS Word and handed to the Winjet PS printer driver which converts<br>the image into postscript and then hands it off to the Winjets postscript<br>processor.  The postscript is rendered into RAM (lots of it) and when it<br>is done it shoots it directly to the printer.  The PS processor can also<br>accept PS files created from other sources including DOS applications, but<br>Windows has to be running at the time of printing.  The PS processor is<br>responsible for the halftoning and I'd say it does a pretty good job.  Our<br>camera images came out very good in my opinion.  (not as good as Laser Master's<br>demo though).<br><br>I don't know how many other similar products are out there but I would be<br>surprised if there are several."		
437	1	"<br><br>    The joystick reads in anolog values through a digital port. How?<br>    You send a command to the port to read it, then you time how long<br>    it takes for the joystick port to set a certain bit.  This time<br>    is proportional to the joystick position.  Obviously, since time<br>    is used as a position, you cannot get rid of this ridiculus waste <br>    of time.  If you wrote your own routine instead of the BIOS, it<br>    would speed it up some, but the time would still be there.<br><br>-- "	"<br><br>    The joystick reads in anolog values through a digital port. How?<br>    You send a command to the port to read it, then you time how long<br>    it takes for the joystick port to set a certain bit.  This time<br>    is proportional to the joystick position.  Obviously, since time<br>    is used as a position, you cannot get rid of this ridiculus waste <br>    of time.  If you wrote your own routine instead of the BIOS, it<br>    would speed it up some, but the time would still be there.<br><br>-- "		
438	1	"Hmmmmmm...I got my comp with windows pre-installed, and stacks is still<br>9,256.  if it was needed only for setup, wouldn't the morons take it<br>off???  (also, I don't have the qemm manual, as verything came with the<br>comp,  but not the qemm manual, so could anyone verify this???)<br><br>Mickey"	"Hmmmmmm...I got my comp with windows pre-installed, and stacks is still<br>9,256.  if it was needed only for setup, wouldn't the morons take it<br>off???  (also, I don't have the qemm manual, as verything came with the<br>comp,  but not the qemm manual, so could anyone verify this???)<br><br>Mickey"		
439	1	"This effectivly means - ""here's some neat technology"". It is not<br>a commitment to make such an item...<br><br><br>Guy"	"This effectivly means - ""here's some neat technology"". It is not<br>a commitment to make such an item...<br><br><br>Guy"		
440	0	"so right now i'm considering to replace it w/ a new card, which hopefully<br>can perform approx same w/ my current VRAM in windows and also<br>can perform DOS' VGA preferably >30fps.<br><br>i also saw the 3dbench benchmark list from someone who compiled it<br>in csipg and it looked that SpeedStar 24X and Orchid Prodesigner 2d-s<br>ware the fastest for non local bus motherboard.<br>both can give >30fps in DOS' VGA w/ 486dx2/66.<br>Does anyone have a winmarks for both of those cards above with the processor<br>type ? which one is the worthiest(not necessarily fastest)?<br>any other card recommendation is welcomed too.<br><br>also, if possible, where can i get 'this' card for the cheapest? ;-)<br><br>thanks in advance, folks!"	"so right now i'm considering to replace it w/ a new card, which hopefully<br>can perform approx same w/ my current VRAM in windows and also<br>can perform DOS' VGA preferably >30fps.<br><br>i also saw the 3dbench benchmark list from someone who compiled it<br>in csipg and it looked that SpeedStar 24X and Orchid Prodesigner 2d-s<br>ware the fastest for non local bus motherboard.<br>both can give >30fps in DOS' VGA w/ 486dx2/66.<br>Does anyone have a winmarks for both of those cards above with the processor<br>type ? which one is the worthiest(not necessarily fastest)?<br>any other card recommendation is welcomed too.<br><br>also, if possible, where can i get 'this' card for the cheapest? ;-)<br><br>thanks in advance, folks!"		
441	1	"In a few days I'm going to buy a new motherboard with local-bus(ses).<br>It comes with a Cirrus Logic VLB card which has 2Mb RAM onboard.<br>It can do true-color but I don't know what type of card it is.<br>I read that Cirrus Logic cards aren't exactly the fastes around.<br><br>My old system had a TSENG 4000. I was pretty pleased with it, so I<br>consider buying a W32/TSENG card. I'd like to know a few things:<br><br> - How is the speed/performance in DOS/Windows/Unix/OS/2<br>   Graphics & Text (also compared to S3 cards for example)<br> - What resolutions (including no. of colors) does it<br>   support (text & graphics)<br> - How many RAM can be installed and what type of RAM<br> - Compatibility with old TSENG 4000<br> - Support in software<br><br>If anyone has any experience with this card (good or bad) I'd like<br>to know. If you have a better alternative than the W32 please tell<br>me about it.<br><br><br>For the people in Holland:<br>Kan iemand me misschien vertellen waar de W32 in Nederland te verkrijg<br>is? Het liefst in de omgeving van Amsterdam!<br>"	"In a few days I'm going to buy a new motherboard with local-bus(ses).<br>It comes with a Cirrus Logic VLB card which has 2Mb RAM onboard.<br>It can do true-color but I don't know what type of card it is.<br>I read that Cirrus Logic cards aren't exactly the fastes around.<br><br>My old system had a TSENG 4000. I was pretty pleased with it, so I<br>consider buying a W32/TSENG card. I'd like to know a few things:<br><br> - How is the speed/performance in DOS/Windows/Unix/OS/2<br>   Graphics & Text (also compared to S3 cards for example)<br> - What resolutions (including no. of colors) does it<br>   support (text & graphics)<br> - How many RAM can be installed and what type of RAM<br> - Compatibility with old TSENG 4000<br> - Support in software<br><br>If anyone has any experience with this card (good or bad) I'd like<br>to know. If you have a better alternative than the W32 please tell<br>me about it.<br><br><br>For the people in Holland:<br>Kan iemand me misschien vertellen waar de W32 in Nederland te verkrijg<br>is? Het liefst in de omgeving van Amsterdam!<br>"		
442	1	"On the other hand, we just ran into a problem with that here<br>at work on a Gateway computer (4DX-33V).  It has a Modem on COM1,<br>a Mouse on COM2, and the other serial port was set to COM3 (which<br>normally uses the same interrupt as COM1).  We had a real fight<br>with a board when trying to use IRQ5, and discoverd the problem<br>was that Gateway had set it up such that COM3 used IRQ5.  As soon<br>as we disabled COM3, our problems went away.  Grumble ... after<br>several days of trying to figure out why the interrupt didn't work."	"On the other hand, we just ran into a problem with that here<br>at work on a Gateway computer (4DX-33V).  It has a Modem on COM1,<br>a Mouse on COM2, and the other serial port was set to COM3 (which<br>normally uses the same interrupt as COM1).  We had a real fight<br>with a board when trying to use IRQ5, and discoverd the problem<br>was that Gateway had set it up such that COM3 used IRQ5.  As soon<br>as we disabled COM3, our problems went away.  Grumble ... after<br>several days of trying to figure out why the interrupt didn't work."		
443	0	"I need a utility for automatic updating (deleting, adding, changing) of *.ini files for Windows. <br>The program should run from Dos batchfile or the program run a script under Windows.<br><br>I will use the utility for updating the win.ini (and other files) on meny PC`s.  <br><br>Do I find it on any FTP host?"	"I need a utility for automatic updating (deleting, adding, changing) of *.ini files for Windows. <br>The program should run from Dos batchfile or the program run a script under Windows.<br><br>I will use the utility for updating the win.ini (and other files) on meny PC`s.  <br><br>Do I find it on any FTP host?"		
444	1	"<br>I believe the controller is supposed to control MFM drives as RLL<br>drives?? <br><br><br>Here the model info on the card, but any other similar model will<br>probably do.<br><br><br><br>Perstor System Inc.<br>Model: PS 180-16FN<br>Rev: 2.2 ECN 9-21<br><br><br>I would appreciate your reply directly to my e-mail address below.<br><br><br><br>Thanks,<br><br><br>Ray  (rngai@oracle.com)<br>"	"<br>I believe the controller is supposed to control MFM drives as RLL<br>drives?? <br><br><br>Here the model info on the card, but any other similar model will<br>probably do.<br><br><br><br>Perstor System Inc.<br>Model: PS 180-16FN<br>Rev: 2.2 ECN 9-21<br><br><br>I would appreciate your reply directly to my e-mail address below.<br><br><br><br>Thanks,<br><br><br>Ray  (rngai@oracle.com)<br>"		
445	0	Thanks<br><br>Phil Trodwell 	Thanks<br><br>Phil Trodwell 		
446	1	"<br><br><br>One of the monitors I reviewed for the June issue of Windows Magazine was<br>the Mitsubishi.  I also reviewed a new Nanao, the F550iW, which has just<br>been released.  Last year for the May '92 issue of Windows, I reviewed<br>several monitors, including the Nanao T560i.  There's no question that the<br>Nanao monitors are the best available this year, just as they were last<br>year.  The difference between my ranking of the best in Windows and the<br>ranking in Windows Sources is due mainly to a difference in the testing<br>criteria and the scoring.  I used different tests than they did, and I<br>scored differently.  There's nothing wrong with the Mitsubishi, and it<br>scored very highly in my tests, but it was a few points shy of perfect.<br><br>Incidentally, one of the things everyone should do when they're reading<br>reviews of any product, whether it's monitors or mice, is to read the<br>criteria and methodology carefully.  Unless you know how the product<br>testing was done, and on what the scores are based, you can't possibly<br>know what they really mean.  Just seeing that I rank a monitor differently<br>from Windows Sources is meaningless without knowing how we did the<br>ranking.  Likewise, it's impossible to tell whether a monitor will meet<br>your needs unless you know how we did the testing.  After all, some of<br>what we do may not apply to you.  Likewise, some of what we do may apply<br>more closely in one review than in another.  You can't always tell<br>anything from reading the 300 or so words of commentary we write if you<br>don't also understand the scoring."	"<br><br><br>One of the monitors I reviewed for the June issue of Windows Magazine was<br>the Mitsubishi.  I also reviewed a new Nanao, the F550iW, which has just<br>been released.  Last year for the May '92 issue of Windows, I reviewed<br>several monitors, including the Nanao T560i.  There's no question that the<br>Nanao monitors are the best available this year, just as they were last<br>year.  The difference between my ranking of the best in Windows and the<br>ranking in Windows Sources is due mainly to a difference in the testing<br>criteria and the scoring.  I used different tests than they did, and I<br>scored differently.  There's nothing wrong with the Mitsubishi, and it<br>scored very highly in my tests, but it was a few points shy of perfect.<br><br>Incidentally, one of the things everyone should do when they're reading<br>reviews of any product, whether it's monitors or mice, is to read the<br>criteria and methodology carefully.  Unless you know how the product<br>testing was done, and on what the scores are based, you can't possibly<br>know what they really mean.  Just seeing that I rank a monitor differently<br>from Windows Sources is meaningless without knowing how we did the<br>ranking.  Likewise, it's impossible to tell whether a monitor will meet<br>your needs unless you know how we did the testing.  After all, some of<br>what we do may not apply to you.  Likewise, some of what we do may apply<br>more closely in one review than in another.  You can't always tell<br>anything from reading the 300 or so words of commentary we write if you<br>don't also understand the scoring."		
447	1	"You, the Net, are my last resort, or I'll just change my job :-)<br>This might be a FAQ (e.g. mixing controllers) but haven't seen any.<br><br>Sys: 486/33, AMI BIOS, and your run-of-the mill multi-I/O card with<br>serials/paral/floppies and <br> - IDE controller ""clone"" Gw2760-EX<br>  there are no jumpers affecting the HD or ctrller :-( <br> - Quantum ProDrive LPS (3"" 105M type 47: 755cyl, 16hds, 17spt).<br><br>Pb: I want to bring in this (2nd hand, neat price):<br> - Maxtor XT-B380E (~330M, <15ms, BIOS type 1, ctrller manages<br>  the real geom: 1630cyl, 8hds, 52spt)<br> - Western Digital WD1007V-SE1 ESDI ctrller: no floppies.<br>  (jumpers set IRQ 14/15, hw port addr 1F0/170,<br>  and BIOS addr CC00/C800, and other floppy/format stuff)<br><br>Goal: have the WD ESDI as a secondary/controller and have both disks <br>simultaneously working. Being able to boot from the ESDI too would be <br>a nice bonus but is not expected.<br><br>Ultimate goal: have room for Linux et al.<br>Ex of scheme I have in mind: boot from IDE (HD or floppy) and mount<br>the ESDI as root. Not booting from ESDI, or even from HD, is acceptable.<br><br>I have tried numerous (all!!) combinations to no avail. They work alone,<br>or can coexist witout hang-ups but can't access the ESDI or the IDE, <br>depending on setup/jumpers.<br><br>Useful suggestions might be:<br>- How do I tell the BIOS setup about two ctrllers (I guess the 2nd HD<br>is expected to hang off the same ctrller as the 1st).<br>- Do I need some driver to make it work?<br>- --- "" --- some new BIOS/chip for any of these cards?<br>- do I have to buy another controller to make them HDs happy? IDE<br>is cheaper; ESDI is hard to find and rather costly. I'm not <br>rich or I wouldnt' try to scavenge around, so soft slns are preferred.<br>- adapters of some sort; I can hold a soldering iron, and can change<br>a chip or put a jumper!<br><br>Also useful:<br>- BBS or Hot-line of Western Digital.<br>- ftp archives with relevant info.<br>- expert stores in Toronto, Ontario area (that would be a miracle! haven't<br>seen any really knowledgeable ppl in a while)<br>- any hints into inner workings of the system ... <br>- anything else that helped you in similar situations (prayers :-) )<br><br>Direct or posted replies are ok.<br> Many thanks,<br>   Cat."	"You, the Net, are my last resort, or I'll just change my job :-)<br>This might be a FAQ (e.g. mixing controllers) but haven't seen any.<br><br>Sys: 486/33, AMI BIOS, and your run-of-the mill multi-I/O card with<br>serials/paral/floppies and <br> - IDE controller ""clone"" Gw2760-EX<br>  there are no jumpers affecting the HD or ctrller :-( <br> - Quantum ProDrive LPS (3"" 105M type 47: 755cyl, 16hds, 17spt).<br><br>Pb: I want to bring in this (2nd hand, neat price):<br> - Maxtor XT-B380E (~330M, <15ms, BIOS type 1, ctrller manages<br>  the real geom: 1630cyl, 8hds, 52spt)<br> - Western Digital WD1007V-SE1 ESDI ctrller: no floppies.<br>  (jumpers set IRQ 14/15, hw port addr 1F0/170,<br>  and BIOS addr CC00/C800, and other floppy/format stuff)<br><br>Goal: have the WD ESDI as a secondary/controller and have both disks <br>simultaneously working. Being able to boot from the ESDI too would be <br>a nice bonus but is not expected.<br><br>Ultimate goal: have room for Linux et al.<br>Ex of scheme I have in mind: boot from IDE (HD or floppy) and mount<br>the ESDI as root. Not booting from ESDI, or even from HD, is acceptable.<br><br>I have tried numerous (all!!) combinations to no avail. They work alone,<br>or can coexist witout hang-ups but can't access the ESDI or the IDE, <br>depending on setup/jumpers.<br><br>Useful suggestions might be:<br>- How do I tell the BIOS setup about two ctrllers (I guess the 2nd HD<br>is expected to hang off the same ctrller as the 1st).<br>- Do I need some driver to make it work?<br>- --- "" --- some new BIOS/chip for any of these cards?<br>- do I have to buy another controller to make them HDs happy? IDE<br>is cheaper; ESDI is hard to find and rather costly. I'm not <br>rich or I wouldnt' try to scavenge around, so soft slns are preferred.<br>- adapters of some sort; I can hold a soldering iron, and can change<br>a chip or put a jumper!<br><br>Also useful:<br>- BBS or Hot-line of Western Digital.<br>- ftp archives with relevant info.<br>- expert stores in Toronto, Ontario area (that would be a miracle! haven't<br>seen any really knowledgeable ppl in a while)<br>- any hints into inner workings of the system ... <br>- anything else that helped you in similar situations (prayers :-) )<br><br>Direct or posted replies are ok.<br> Many thanks,<br>   Cat."		
448	1	"I can't remember what the last one was. If you can't find these markings on the<br>circuit board, I'll open my machine and tell you what mine are......."	"I can't remember what the last one was. If you can't find these markings on the<br>circuit board, I'll open my machine and tell you what mine are......."		
449	0	The information I am looking for is:<br><br>Mail address<br>Phone number<br>Fax number<br>E-mail address<br><br>Thanks in advance.<br>	The information I am looking for is:<br><br>Mail address<br>Phone number<br>Fax number<br>E-mail address<br><br>Thanks in advance.<br>		
