LABEL	SENT	DOC
1	A hilarious film from start to end.	'How To Lose Friends & Alienate People' is a superb film. A hilarious film from start to end. A lovely entertainer. Enjoyed it. Thumps Up! <br /><br />Performances: Jason is fantastic. He's a treat to watch him from start to end. Jeff Bridges is excellent as the boss. He's a Legend. Megan Fox looks amazingly hot, and deliver a good performance. but dude, She's so hot man! Anderson is delightful. She doesn't look old at all, still hot indeed. Kristan Dunst looks lovely and does a pretty good job. Others are also pretty good.<br /><br />'How To Lose Friends & Alienate People' is a excellent entertainer. Don't miss this flick!
0	If you haven't, and want to see a classic BAD movie, I suggest you see this movie, because it ranks right down with the worst.	If you've ever seen this movie, you'd know that it! If you haven't, and want to see a classic BAD movie, I suggest you see this movie, because it ranks right down with the worst. So, if you're REALLY bored, go rent it. If you want to know what it's like, here's my little summary: Adam Sandler is hired to work on a giant cruise ship with some Ms Universe models and five other people. Adam doesn't like how one passenger is getting all the babes, and he tries to take over with the cheezy jokes. BUT WAIT! It only gets worse! You'll have to rent the movie yourself to see how bad it truly is.
1	He was also a compulsive womanizer and in that was a lot like the man portraying him.	James J. Corbett, heavyweight champion of the world from 1892 to 1897, turned out to be Errol Flynn's favorite role. Possibly because he didn't have to wield a sword or be in a western. He grew tired of the swashbucklers and he said in his autobiography that he felt he was miscast in westerns and couldn't understand why people liked him in them. It is an enjoyable film, but hardly does tell the real story of James J. Corbett.<br /><br />As portrayed Corbett was the first scientific boxer to win in the heavyweight division, a man who used brains and speed more than brute strength to win. He defeated John L. Sullivan and lost to Bob Fitzsimmons the heavyweight crown. He was also a compulsive womanizer and in that was a lot like the man portraying him. Of course that was not shown on the screen. The character that Alexis Smith plays, the banker's daughter who falls for him, has no basis in reality. Corbett was in fact married twice and was flagrantly unfaithful with both of his wives.<br /><br />Also though after he lost his title and after the events of this film are concluded he suffered a great personal tragedy. His father in a moment of depression, probably over finances because he lost heavily betting on his son to beat Bob Fitzsimmons, shot his mother and then turned the gun on himself. The murder/suicide hardly squares with the happy clan that Alan Hale presided over.<br /><br />One thing though that I did like about Gentleman Jim. Ward Bond got the career role of his life in playing John L. Sullivan. Director Raoul Walsh got a great performance out of Bond as the blustering, but lovable Sullivan. Even given some of Sullivan's bad points that don't make it to the screen like rabid racism, Bond's portrayal is the quintessential John L. and the best thing about Gentleman Jim.<br /><br />Speaking of racism, one thing that should have been told was the fact that Sullivan while champion refused on grounds of race to meet Peter Jackson who was black and from Australia and probably the best heavyweight of his time. I say probably because as a challenger Corbett met him and fought him for 61 rounds to a draw. That fight more than any other created a demand for a Sullivan-Corbett title match. Of course when Corbett was champion he refused to give Jackson a title shot. Maybe he didn't want another 61 round marathon with someone who may have been better on that particular day.<br /><br />Gentleman Jim is not Jim Corbett's story, it is a movie of Errol Flynn playing at being James J. Corbett. But Corbett had he been alive in 1942 no doubt would have loved the movie and loved Flynn's portrayal of his life. It's as he would have liked to have been remembered.
0	If I played computer games that were this blurry and out of focus, I would upgrade my computer.	I like the time period, I like the attempt, but watching a movie that looks like I'm looking at it through a coke bottle gives me a headache. If I played computer games that were this blurry and out of focus, I would upgrade my computer. Could be that this was the look the director was after, but not so it hurts the eyes and you want to leave after 10 minutes. If I hadn't taken someone with me to this film, I was out of there. Even though it was a series and not a movie per say, Band of Brothers accomplished this. They made it look like WWII footage, with just a touch of graininess, but it was still a pleasure to watch. Movies need real people, with real sets, and real locations; Use CGI when it is appropriate, not for an entire film.
0	Intensely morbid, oppressive, violent.	THIS IS NOT A CHILDREN'S MOVIE!!!<br /><br />This movie is like a "bad acid trip" for kids under the age of 5. For a month my 4 year old from time-to-time would ask me "Why was that rabbit bleeding from its mouth" or "Why did the bulldozer bury all the rabbits?". (And that wasn't the worst of it). We stopped it about a 1/2 hour in but the damage had been done. Intensely morbid, oppressive, violent. Fortunately he's finally forgotten about the whole wretched thing. Whomever decided this movie should be marketed to children should be brought up on charges. ... (Go ahead censure me, my conscience is clear.).
0	I see there is a comment that this is so bad it's good, but that frankly is too kind.	This is an embarrassment to everyone and everything used in making this joke. I personally don't care one way or another about Jessica Simpson and her talent or whatever so many people find fascinating about her. Just as a movie this is something that wouldn't even get a passing grade in film school. The script is a mess, the acting is atrocious, and the fact Luke Wilson (co-writer of "Bottle Rocket") did this makes me wonder what the hell he was thinking. He did "Old School" for crying out loud! This doesn't even belong in the same state as my "Old School" DVD! Please for whatever reason DO NOT WATCH THIS! I see there is a comment that this is so bad it's good, but that frankly is too kind. When will we stop seeing singers that obviously can't act keep trying to, I hope ends soon. The worst part is that there are actually some decent actors (Penelope Ann Miller, Rachel Leigh Cook, & Luke Wilson) who are part of this dump. As far as the plot, well it is almost non-existent and so poorly done and written (yes I know it's another rehash) I very much doubt anyone will remember anything about this. Please whatever you do don't waste your time, but if you do, feel sorry for the ACTUAL actors involved for wasting their time doing this bomb. Jessica Simpson you're pretty, but stick to singing, although I'm not much a fan of that either. And whoever did this film, I wouldn't put this on your resume. 1/10 because you can't give a zero.
0	So the (killer) guy goes like (just about to cry): "Oh no... the cops are following me!?!!	I wouldn't normally write a comment on-line, but this is the worst movie I've ever seen. Not only that it's filmed just like a soap series ("The young and the restless" is really filmed by professionals compared to this), but it also has awful cuts. It has no action. It is full of useless garbage.<br /><br />Here's an example: a guy wants to kill the main character as he got fired because of him. So (after loads of crap) here they are: the guy puts a knife at his throat and says something like "You're dead now". Then the main character says: "If you kill me you're dead. I've told the police you're threatening me". So the (killer) guy goes like (just about to cry): "Oh no... the cops are following me!?!! Oh... my God".<br /><br />Remember: this is just an example. I really cannot believe this movie actually exists. So: IF you want to see the WORST movie ever... go ahead, I recommend it :)
1	I laugh when I think of how Hollywood released two movies almost back-to-back taking a swipe at England.	I had never heard of Robert Roy MacGregor before "Rob Roy" came out, but the movie is definitely worth seeing. Playing the title character, Liam Neeson brings the same spirit to the role that he brought to Oskar Schindler, and Jessica Lange also does a really good job as his wife Mary. Archibald Cunningham (Tim Roth) is one person very likely to make your skin crawl.<br /><br />All in all, this comes out as good as "Braveheart" (maybe even better). I laugh when I think of how Hollywood released two movies almost back-to-back taking a swipe at England. Very good. Also starring John Hurt, Eric Stoltz, Brian Cox and Jason Flemyng.
1	It shows South African racism from the perspective of the victims, and provokes a feeling of anti-racism in everyone who sees it.	This is an absolutely incredible film. It shows South African racism from the perspective of the victims, and provokes a feeling of anti-racism in everyone who sees it. It is the best historic film I have ever seen.
1	Who cares if it's haunted?	At times, this overtakes The Thing as my favourite horror film. While Carpenter's film is the more efficient and more entertaining flick, Kubrick's is more artistic, more thought-provoking, and probably scarier. It's one of the few films where I can look past its flaws and truly and wholly love it. I try not to compare it to the book Â which I've only read once, a number of years ago, and which scared me to death Â because the two don't have a lot in common, besides the story and characters obviously. It's almost as if Kubrick was banking on people's love of the novel in order to make his film more frightening. And it that way, it's certainly one of the most interesting book adaptations ever made, as well as one of the greatest horror films.<br /><br />What makes the film so terrifying is not the jump scares, not the blood and gore, not the various ghosts that pop up from time to time. It's the destruction of Jack Torrence. Some people have complained about the casting of Nicholson in this role, saying that it's too obvious that he's going to go crazy in the film, given his past roles and his appearance. I disagree. We know he's going to go crazy Â since most of us have read the book Â and Jack's appearance only furthers this notion. But it's the way he acts at the beginning that makes us truly scared. He's calm, quiet, patient. He engages in inane small talk with the hotel managers and even with his own family. And with a wife and son as irritating as his, it's a small wonder that he manages to do so. But once he gets to the Overlook, he changes. He becomes irritable, angry, on edge. The scene that always shocks me is when Wendy interrupts him typing, and he utterly loses it, telling her to "leave him the f*** alone". This is the first f-bomb dropped in the film, and it's a shock to the system. From then on, all bets are off.<br /><br />Another thing I love is the multiple interpretations present in the film. We're never really sure if what we're seeing is actually happening. Many critics have noted that whenever Jack talks to a ghost, there's a mirror present, showing that he may as well be talking to himself. But what of the other characters? Wendy never sees anything until the film's climax, until she is given a tour of the hotel's many ghostly inhabitants, but she is well aware that something is wrong, while Danny connects with the place almost immediately. His psychic powers are not in question Â how else would Hallorann know to come to the hotel? Â but does he ever see any of the ghosts that his parents witness? It's easy to claim that Jack merely loses it, being trapped in a hotel with his family, and Wendy later does as well Â seeing your husband attempt to kill you with an axe will do that Â but what of Danny? It appears that his body is taken over by Tony, but how do we know for sure? None of these characters are reliable witnesses. Hallorann probably would be, and he warns of the dangers in 237, but he's killed as soon as he arrives at the Overlook (a scare Kubrick achieves by playing on the assumptions of fans of the novel). And that final shot. Has there ever been a more enigmatic ending in cinema? Has Jack really been there before? Or was his body merely 'absorbed' into the hotel? When talking about the acting in this film, any discussion begins and ends with Jack Nicholson. Shelley Duvall gives one of the most annoying performances in cinematic history Â probably on purpose, to give Jack's character more of a reason to snap Â and Danny Lloyd is no better, but Jack is a powerhouse. Part method, part improvisation, he's simultaneously terrifying and appealing. For better or for worse, he's the character with whom we identify with, not the annoying kid or nagging wife. We all want to have a hotel to ourselves for a season, be able to do whatever we want. Who cares if it's haunted? Of course, the technical aspects are terrific. Kubrick's long takes, strange angles, and bizarre imagery all contribute to the horror. The use of colour, mirrors, long hallways, and every other motif only heightens this. And don't even get me started on that score. I don't know if the film would be half as scary without that haunting, electronic tune. Its strangeness perfectly reflects the hotel, the mood, and the entire film itself.<br /><br />I know King doesn't like this film, but King's input on cinema is nothing to brag about. As great of a novel writer he may be, his screenplays are terrible, and his attempt at directing is better left unnoticed. This is not a very faithful book adaptation, but it doesn't need to be, and it really shouldn't. Part of the horror of the film is that the viewer doesn't have the book to fall back on; there's no reassuring source material. Kubrick masterfully alters the narrative to terrify the audience even more. If only for that, this is one of the most innovative films in any genre. And it's got everything else on top of that.
1	The film is expertly paced and the acting, especially by Talia Sharon as Ya'ara, the blind woman, is excellent.	I won't give anything away by describing the plot of this film other than to say that it begins with the return to Israel of a young blind woman whose closest friend and companion has just committed suicide. It unfolds like a detective story as the blind woman tries to figure out why her friend ended her life. As she pursues her investigation and the information accumulates, it leads inexorably to a devastating conclusion. The film is expertly paced and the acting, especially by Talia Sharon as Ya'ara, the blind woman, is excellent. Israeli film has definitely come of age and is now fully competitive with other foreign films, though few have found a large audience in the U.S.
0	Unfortunately for me, I get the feeling that the more you know about fencing, the worse it gets simply due to the fact that it becomes totally unrealistic.	I wouldn't say this is a *bad* movie. Unfortunately for me, I get the feeling that the more you know about fencing, the worse it gets simply due to the fact that it becomes totally unrealistic. I've been fencing since i was 14 years old, and this movie portrays it very poorly. F. Murray Abraham is good (and appears to have some fencing background), but most of the other actors--especially the students--just seem to be lost.
1	"<br /><br />Derek Luke is a helluva actor and I wish him best.	Unlike other commenters who have commented on this movie's ability to transcend race, contrarily, I think that this powerful film provides a complex and deep story that addresses institutional racism and the effects thereof. Washington directs Fisher's story with a careful hand and critical eye, relinquishing this cinematic endeavor neither to dismemberment of women's bodies, perpetuating unthoughtful stereotypes, nor satisfying the expectation of the white gaze. I think this film might be a bit too happy in the end; however, it is deeply entrenched in Afro-American culture and discourse to the point that some white spectators may get the feeling of looking into the life of this Afro-American--Antwone Fisher. I have problems with the Naval aspect of the film, but when we look at America, there are not many choices or opportunities for black men who are/were in Fisher's situation or similar situations. Viewers may go to this movie expecting a "Black Movie: what is a "Black Movie?"<br /><br />Do stereotypes of pimps, whores, drug dealers, single parent homes, and so forth constitute a "Black Movie?" I think Washington as director recognized that Afro-Americans and other people of color deal with human problems like abuse and displaced aggression to name a few. These problems have--historically and presently--only been given light and validity via "Good Will Hunting" and other white movies; it's high time they were given the same recognition and validity as their white counterparts in and out of the media.<br /><br />Sad to say though, in this racist country, Denzel Washington and Derek Luke will probably have to wait another ten years before they receive an Oscar or anything else. They both will have to wait until they direct or star in a movie that perpetuates the usual racist and sexist stereotypes to get an Oscar. That is to say, Denzel deserved awards for "Malcolm X," "Hurricane" and others before that jive "Training Day" Oscar. That is not to negate or push aside other great actresses and actors of color who are denied their due praise for ingenious work. Yet Hollywood would rather send the message that racism and sexism and heterosexism are acceptable by perpetuating and even rewarding those stereotypes as they appear in countless films such as "American Beauty," "Midnight in the Garden of Good and Evil," "American Pie," and even "Gone with the Wind."<br /><br />Derek Luke is a helluva actor and I wish him best. All of the other actresses and actors gave superb performances hands down, although I do take issue with Denzel's selection of yet another straight-haired, light-skinned sistuh. That said, everyone should watch this film. However, it may not be for everyone. Much Luv. 10/10
0	Avoid at all costs, even if you're a fan of someone in the cast.	How did such a terrible script manage to attract this cast? Ridiculous, predictable and thoroughly unbelievable, this is well-acted and slickly directed, but the material is so bad it still qualifies as one of the all-time worst thrillers I've seen in years. Amazingly bad, and not in a fun way. Avoid at all costs, even if you're a fan of someone in the cast.
0	The photography is probably the only half-way decent thing in the movie.	Having read another review, I thought this movie would actually be good. I do enjoy the "B" movies, but this couldn't even be classed as such. The photography is probably the only half-way decent thing in the movie. But the editing left much to be desired. It was very choppy and staccato. Whoever chose the music and sound did a terrible job. The music was awful, specially anything atmospheric or scene setting. If the acting had been better, they could have pulled the movie off. Unfortunately, I've seen better acting in porn flicks. If you want to see a "B" vampire movie, check out 'Blood Ties'. You'll be much more entertained.
1	The palette of colors is particularly impressive.	"Written on the Wind" is an irresistible, wonderfully kinky film, as only director Sirk could have done it. The movie is submerged in a bucket full of Freudian symbols, weird melodramatics and colorful contrasts. The connection between financial success and moral decay is the film's main theme. Sirk seems to suggest that sexual dysfunction is one of the side effects of capitalism. However, I prefer to see the movie as a prime example of what Sirk could do with kitschy material. The palette of colors is particularly impressive. The acting in the film is great too. Rock Hudson and Lauren Bacall are terribly glamorous and give the film an aura of elegance, but the movie belongs to Robert Stack and Dorothy Malone (she deservedly won the Best Supporting Actress Oscar), who manage to keep the film at a boiling point. Kudos to Frank Skinner's pulsating score, Russell Metty's brilliant camera work (every single shot is a masterpiece in itself), and the production design department. Also, the title tune is a beauty. It's an unforgettable movie.
1	So 10/10	I rate this 10 out of 10. Why?<br /><br />* It offers insight into something I barely understand - the surfers surf because it's all they want to do; Nothing else seems to matter as much to them as surfing; Nor is it a temporary thing - it's a lifetime for these guys * Buried in the movie is a great history of surfing; I have never surfed, but I love surfing movies, and have seen many. None taught me what this movie did * The movie was very well edited. It flowed well. The interviews were outstanding * It's interesting from start to finish<br /><br />In summary, it's about as good as a documentary as I have seen, so I have to rate in terms of that. So 10/10
1	He has no problem ogling naked dancers but when women start having sex with men that's when he loses it.	Michael Stearns plays Mike, a sexually frustrated individual with an interesting moral attitude towards sexuality. He has no problem ogling naked dancers but when women start having sex with men that's when he loses it. He believes that when women actually have sex that's when they lose any sense of "innocence" and/or "beauty". So he strolls through the Hollywood Hills stalking lovemaking couples at a distance, ultimately shooting the men dead with a high-powered rifle with a scope.<br /><br />The seeming primary reason for this movie's existence is to indulge in sexual activity over and over again. The "story" comes off as more of an afterthought. This is bound to make many a happily heterosexual male quite pleased as we're treated to enough protracted scenes of nudity (the ladies here look awfully good sans clothes) and sex to serve as a major dose of titillation. Of course, seeing a fair deal of it through a scope ups the creepiness factor considerably and illustrates the compulsion towards voyeurism. (For one thing, Mike eyes the couples through the scope for minutes at a time before finally pulling the trigger.) This is all underscored by awfully intrusive if somewhat atmospheric music on the soundtrack.<br /><br />Those with a penchant for lurid trash are bound to enjoy this to one degree or another. It even includes one lesbian tryst that confounds Mike and renders him uncertain *how* to react. It unfolds at a very slow pace, but wraps up with a most amusing ironic twist. It's a kinky and twisted rarity that if nothing else is going to definitely keep some viewers glued to the screen.<br /><br />7/10
0	his life was a bunch of junk.	I am a huge Michael Madsen fan, so needless to say, i bought this movie without even renting it or anything... This movie was so horrible, i didn't even take it back to the store, i wouldn't want anyone else to be subjected to this human poison, i just threw it in the trash, never mind the money, it was worth the price to be able to throw it away. The acting wasn't that bad, it wasn't good or anything. The story was horrible, and the ending was something i despise. He was a broken man, alcoholic. his life was a bunch of junk. i thought his horse, peanuts, was an awful device to show his childhood innocence, a dog would have been much much better. i also hate religion, so this ending without a doubt angered me. Jesus heals all... i hate that i know people just like this that are huge Christians and catholics, and time will show that god doesn't heal all, or anything. It was a horrible movie, if u have the option to see it, pass, or better yet buy it, or rent it, and throw it in the garbage, and leave the coffee grounds on it in the morning
1	!	"Gunga Din": one of the greatest adventure stories ever told! A story about the British Foreign legion in 19th century India and a lowly "water-bearer" named Gunga Din, a local denizen who aspires to be just like his military counterparts; three British sergeants whose loyalty and camaraderie for each other extend far beyond the bounds of mere patriotism. Their's is a true and abiding friendship for one another and each would be willing to sacrifice his own life for the good of the other. Gunga Din longs to be a soldier too, a Bugler in particular, but can never attain that rank due to his subordinate social standing. However, heroes are not made according to their social credentials, they're made through their willingness to sacrifice for the greater good of others. Gunga Din tries at every turn to prove his mettle, but will he ever attain the rank he so passionately seeks?...."You're a better man than I am, Gunga Din"! One of Hollywood's classics and a perfect 10!!!!
0	Lucci and Kasnoff are properly cast as a viable pair of conspirators, each giving a reading that makes for a boring rather than charming set of lovebirds, but O'Hurley and McDermott offer strong turns in a film that suffers from a hackneyed scenario as well as uninventive direction and design elements.	A thematic staple of cinema since its inception is that genre involving seductive women whose wiles and means entice susceptible men not only into their arms but also into dire circumstances that typically will only result in jeopardy for the male victims, along with incertitude as to whether or not temptresses will be forced to take their medicine, and here Susan Lucci performs as a siren, although her acting chops from a primarily soap opera pedigree are inadequate to make her performance a credible one. Isabelle (Lucci), inconstant wife of venture capitalist Stewart Collins (John O'Hurley), begins a love affair merely for fun with yacht salesman Richard Davis (Philip Casnoff), simply a bagatelle for her but an earnest matter of the heart for Richard, apparently mesmerized by his lover while she takes advantage of his ardour by engaging him in a risky plot that will graduate into a scheme of murderous intent. When Davis becomes convinced that guileful Isabelle is a victim of physical abuse administered by her husband, he desperately attempts to free her from what he feels is a marital trap in order that he may wed her himself, coming to believe that the only clear solution to his plight will be found in a rudimentary essay at hiring a professional assassin who will dispose of the allegedly violent Stewart. In the wake of the hit-man's assault upon Collins, a pair of police detectives, performed by Joe Grifasi and Dean McDermott, become increasingly curious concerning Isabelle's possible involvement in the crime, while at the same time reality dawns upon enraptured Richard who might have to pay a dear price in return for his inamorata's maneuvering. Lucci and Kasnoff are properly cast as a viable pair of conspirators, each giving a reading that makes for a boring rather than charming set of lovebirds, but O'Hurley and McDermott offer strong turns in a film that suffers from a hackneyed scenario as well as uninventive direction and design elements. Released upon a Fremantle DVD, this largely lustreless affair depicting a man 'neath the spell of a seductress does benefit from top-flight visual and sound quality, and although no extra features are provided, the above-average production quality enhances able efforts from cinematographer Robert Primes and composer Stephen Edwards.
0	There's absolutely no logic or coherence and every character is equally meaningless to the others.	How come I've never seen or even heard about this junk-movie before? It's right up my alley with bloody teenkill, laughable plotting and an irresistible 80's cheese-atmosphere hanging around it. For some reason nobody is really interested in, the staff and students of an elite Catholic university are butchered by an unknown psychopath. Freshly recruited teacher Julie Parker becomes involved when all the people she has contact with either turn up dead or behave strangely. This movie is hilariously bad! There's absolutely no logic or coherence and every character is equally meaningless to the others. For example, there's a girl killed and her body dumped in a container. Then, and for no reason, the story suddenly moves forward three weeks yet the murdered girl is never mentioned or even missed. Not even by her boyfriend! The acting is pitiful and there isn't even a bit of nudity to enjoy. The revelation of the killer is quite funny because the makers really seemed convinced that it was an original twist... It's not, guys! "Splatter University" is easily one of the worst horror-turkeys ever.
1	And forever after, whenever you think of Scrooge, the image your mind will conjure up will be that of George C. Scott.	This 1984 version of the Dickens' classic `A Christmas Carol,' directed by Clive Donner, stars George C. Scott as Ebenezer Scrooge. By this time around, the challenge for the filmmaker was to take such familiar material and make it seem fresh and new again; and, happily to say, with this film Donner not only met the challenge but surpassed any expectations anyone might have had for it. He tells the story with precision and an eye to detail, and extracts performances from his actors that are nothing less than superlative, especially Scott. One could argue that the definitive portrayal of Scrooge-- one of the best known characters in literary fiction, ever-- was created by Alastair Sim in the 1951 film; but I think with his performance here, Scott has now achieved that distinction. There is such a purity and honesty in his Scrooge that it becomes difficult to even consider anyone else in the role once you've seen Scott do it; simply put, he IS Scrooge. And what a tribute it is to such a gifted actor; to be able to take such a well known figure and make it so uniquely his own is quite miraculous. It is truly a joy to see an actor ply his trade so well, to be able to make a character so real, from every word he utters down to the finest expression of his face, and to make it all ring so true. It's a study in perfection.<br /><br />The other members of the cast are splendid as well, but then again they have to be in order to maintain the integrity of Scott's performance; and they do. Frank Finlay is the Ghost of Jacob Marley; a notable turn, though not as memorable, perhaps, as the one by Alec Guinness (as Marley) in the film, `Scrooge.' Angela Pleasence is a welcome visage as the Spirit of Christmas Past; Edward Woodward, grand and boisterous, and altogether convincing as the Spirit of Christmas Present; and Michael Carter, grim and menacing as the Spirit of Christmas Yet To Come.<br /><br />David Warner hits just the right mark with his Bob Cratchit, bringing a sincerity to the role that measures up well to the standard of quality set by Scott's Scrooge, and Susannah York fares just as well as Mrs. Cratchit. The real gem to be found here, though, is the performance of young Anthony Walters as Tiny Tim; it's heartfelt without ever becoming maudlin, and simply one of the best interpretations-- and the most real-- ever presented on film.<br /><br />The excellent supporting cast includes Roger Rees (Fred Holywell, and also the narrator of the film), Caroline Langrishe (Janet Holywell), Lucy Gutteridge (Belle), Michael Gough (Mr. Poole) and Joanne Whalley (Fan). A flawless presentation, this version of `A Christmas Carol' sets the standard against which all others must be gauged; no matter how many versions you may have seen, watching this one is like seeing it for the first time ever. And forever after, whenever you think of Scrooge, the image your mind will conjure up will be that of George C. Scott. A thoroughly entertaining and satisfying experience, this film demands a place in the annual schedule of the holiday festivities of every home. I rate this one 10/10.
0	A group of tourists, supposedly on vacation in Ireland but actually in Canada, run afoul of a cannibalistic inbred mutant something or other, and the plot is more or less right out of THE HILL HAVE EYES ands WRONG TURN.	I only gave this ridiculously titled comedy horror flick a 2 because several famous porn stars of the past appear in it. A group of tourists, supposedly on vacation in Ireland but actually in Canada, run afoul of a cannibalistic inbred mutant something or other, and the plot is more or less right out of THE HILL HAVE EYES ands WRONG TURN. Only problem is, unless I miscounted, there's only one mutant on display, and he isn't all that impressive. Sort of like the potbellied mummy in that homemade film from about five years ago. Some gory but silly deaths help, but the film is strictly amateur night and boring beyond belief. The ending is predictable and has been done to death. No pun intended.
1	it dosent really say much, or do much, but it is an awesome movie to watch because of how stupid it is.	this movie is awesome. sort of. it dosent really say much, or do much, but it is an awesome movie to watch because of how stupid it is. the high school is taken over by evil ms.togar that hates the one thing that all the students love, rock& roll. riff randle get everyone tickets for the ramones show, and this movie peaks with a take over of the school led my riff randle & the ramones. this movie has everything, a bad script, questionable directing, bad actors(ie clint howard & p.j. soles), an awesome soundtrack,extreme campyness, these elements & much more come together to make this what it is,a classic.<br /><br />note - during the live ramones set, notice that darby crash of the germs is in the front of the crowd. neat-o.
1	Even his smile is infectious.	This isn't the best romantic comedy ever made, but it is certainly pretty nice and watchable. It's directed in an old-fashioned way and that works fine. Cybill Shepherd as Corinne isn't bad in her role as the woman who can't get over her husband's death. She has a sexy maturity. But I can't say much for Ryan O'Neal as Philip, because he is, at best, nondescript. He may be adequate in the role, but that's not good enough.<br /><br />However, I get the feeling that some of the characters, particularly Alex and Miranda, are not written with enough in-depth thought. We don't know anything else about them because minutes after they appear the story gets thick, and the writers don't tell us much beyond what happens. But that problem was salvaged because Mary Stuart Masterson has a fresh-as-a-daisy sweetness to brighten it up, and Robert Downey Jr. is so charming that he melts the screen. Even his smile is infectious. And it so happens that his big dreamy eyes are perfect for the deja vu and flashback scenes.<br /><br />Anyway, this movie is light and easy and if you like them that way, why not give it a try.<br /><br />
1	At the same time, he meets another boss (Shushui)--a sort of guru to the poor.	This is one of the oddest films of the ZatÃ´ichi series due to its very unusual pacing and the role that Ichi plays in the film. Interestingly enough, this was the first ZatÃ´ichi film made by Shintaro Katsu's new production company. Now, instead of just playing the blind swordsman, Katsu is in charge of making the films. This could easily explain why this film seems so different in style to the previous 15 films. As far as Ichi's role, the film is very different because he isn't in the film as much as usual. He's also easy to fool and actually, for a while, does a lot to harm people instead of helping! <br /><br />"ZatÃ´ichi RÃ´yaburi" begins with Ichi talking with an old lady who tries to take advantage of his blindness. Oddly, in this scene, Ichi says that he's been blind since a toddler, though in an earlier film he says his blindness set in when he was 8. This is a minor mistake, and only a crazed fan like myself would have noticed.<br /><br />This film takes place over a period of at least six months and is more likely to have taken a year--so you can see what I said about odd pacing. Most films in the series take place over a few days or weeks. Ichi comes to a town where there is a boss (Asagoro) who tries very hard to be nice to Ichi because he knows of the blind man's reputation. The boss is quite charming and surprisingly Ichi is totally taken in by the evil man. At the same time, he meets another boss (Shushui)--a sort of guru to the poor. Shushui admonishes the people to forsake all violence and even Ichi falls under his teaching--giving up his blade for many months. Shushui's teachings are very similar to Daoist teachings from China--non-violence and acceptance of life as it is (for good or for bad). <br /><br />Months after leaving this town and thinking all was well, Ichi learns that as soon as he left, Asagoro showed his true colors--enslaving women, oppressing the poor and being an all-around jerk. In a way, Ichi is responsible for this, as he helped Asagoro and counted him as a friend. Now, Asagoro has captured Shushui and several innocent people have killed themselves due to the evil boss' actions.<br /><br />When Ichi returns, he doesn't accept automatically that Asagoro is good or evil but tests him cleverly. This bit with a scarecrow is inspired and leads to a finale where, what else, Ichi kills the baddies and frees Shushui. This finale was very good and occurred in the rain. Then final scene with Asagoro and the rocks is great, though the beheading is a tad cheesy by today's special effects standards.<br /><br />Pluses for the film are that although poorly paced, it is different and cannot be mistaken for the previous 15 (which often seem very similar). Additionally, it does end very well. Minuses (aside from pacing) are that some might dislike seeing Ichi so fallible and the scenes with Ichi and the other blind men that are included for comic relief fall flat...very, very, very flat. They are tacky and unfunny...that's the sort of flat that it is.
0	<br /><br />All in all, I would avoid this at all costs.	John Heder was absolutely horrendous in this movie. I felt like I was watching a bad college kid act for the first time in a student film. Anna Farris was par for the course, not good, but not horrible (plus she's cute). Dianne Keaton should have known better. Jeff Daniels was the only saving grace in this movie (even though it was poor judgement on his part as well). <br /><br />All in all, I would avoid this at all costs. I'm just glad I didn't pay to see it! <br /><br />John Heder will forever be stuck in the typecast role of' the dorky kid,' unless he does some SERIOUS work on his acting chops.
1	The film would benefit from a re-editing - how about a "director's cut"?	In this "critically acclaimed psychological thriller based on true events, Gabriel (Robin Williams), a celebrated writer and late-night talk show host, becomes captivated by the harrowing story of a young listener and his adoptive mother (Toni Collette). When troubling questions arise about this boy's (story), however, Gabriel finds himself drawn into a widening mystery that hides a deadly secretÂ" according to film's official synopsis.<br /><br />You really should STOP reading these comments, and watch the film NOW...<br /><br />The "How did he lose his leg?" ending, with Ms. Collette planning her new life, should be chopped off, and sent to "deleted scenes" land. It's overkill. The true nature of her physical and mental ailments should be obvious, by the time Mr. Williams returns to New York. Possibly, her blindness could be in question - but a revelation could have be made certain in either the "highway" or "video tape" scenes. The film would benefit from a re-editing - how about a "director's cut"? <br /><br />Williams and Bobby Cannavale (as Jess) don't seem, initially, believable as a couple. A scene or two establishing their relationship might have helped set the stage. Otherwise, the cast is exemplary. Williams offers an exceptionally strong characterization, and not a "gay impersonation". Sandra Oh (as Anna), Joe Morton (as Ashe), and Rory Culkin (Pete Logand) are all perfect.<br /><br />Best of all, Collette's "Donna" belongs in the creepy hall of fame. Ms. Oh is correct in saying Collette might be, "you know, like that guy from 'Psycho'." There have been several years when organizations giving acting awards seemed to reach for women, due to a slighter dispersion of roles; certainly, they could have noticed Collette with some award consideration. She is that good. And, director Patrick Stettner definitely evokes Hitchcock - he even makes getting a sandwich from a vending machine suspenseful.<br /><br />Finally, writers Stettner, Armistead Maupin, and Terry Anderson deserve gratitude from flight attendants everywhere.<br /><br />******* The Night Listener (1/21/06) Patrick Stettner ~ Robin Williams, Toni Collette, Sandra Oh, Rory Culkin
